StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,"Herramientas que aplicaste como las actividades, reportes, ""quizzes"", dentro de la plataforma de CANVAS en el desarrollo de la experiencia de Servicio Social",Q2_6,Q2_7,Q2_8,Q5,Q9,Q6,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,Q3,Q7,CRN,Nombre de Experiencia,OSF,Periodo,Semana,Tipo de Formato
05/05/22 14:04,05/05/22 14:09,IP Address,200.68.165.14,100,295,True,05/05/22 14:09,R_2aF8UkaNi9Rk7nT,@00031,,19.4371,-99.0111,email,ES-ES, 4, 4, 3, 4, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",No,Sí,"La semana de entregables del servicio social se junta con la semana 5 de Tec21, esto genera una carga de trabajo extra para los estudiantes. Me gustaría que acomodaran las fechas para que no ocurra.", 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Me gusto mucho, fue una nueva y bonita experiencia. Aunque, me hubiera gustado poder interactuar más con la empresa socio formadora.
",Área de oportunidad,27968,Taller de medicina tradicional a través de la herbolaria zapoteca,"Tierra de Artistas, A.C.",202211,2,Regular
05/05/22 15:03,05/05/22 15:05,IP Address,201.156.169.237,100,87,True,05/05/22 15:05,R_1LcEgLUtSYjrs1W,@00032,,25.7797,-100.3077,email,ES-ES, 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,Todo bien, 4, 4, 4, 4,Buena experiencia,Reconocimiento,27977,UNO hace la diferencia,Centro VALIA,202211,1-2,Regular
05/05/22 15:09,05/05/22 15:13,IP Address,131.178.102.200,100,231,True,05/05/22 15:13,R_dnA7gGoo9cDjqqR,@00033,,25.6449,-100.311,email,ES-ES, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",No,Sí,"Me gusto trabajar con ellos, ya que siento que son buena causa","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Me gusta ayudar en el servicio social, y mas si me gusta su mision",Reconocimiento,27953,Zamora Coaching Inc. en redes sociales,"Zamora Coaching INC, A.C.",202211,2,Regular
05/05/22 15:13,05/05/22 15:18,IP Address,200.68.140.46,100,301,True,05/05/22 15:18,R_2419DqNcDOL5QlC,@00034,,19.4361,-99.1541,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me encantaría trabajar con la socio formadora en otro tipo de proyectos de difusión de redes.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Disfrute mucho la experiencia de trabajar con una socio formadora que nos brindó apoyo y una causa en la cual trabajar. También es importante recalcar la importancia del trabajo en equipo en durante este proyecto y las relaciones que se pudieron desarrollar con los compañeros.,Reconocimiento,27975,Formando en la Resiliencia,Laboratorio de Innovación Social Tutores de Resiliencia,202211,1-2,Regular
05/05/22 15:26,05/05/22 15:30,IP Address,131.178.102.148,100,223,True,05/05/22 15:30,R_8CIn3c4q9gyxGal,@00035,,25.6449,-100.311,email,ES-ES, 4, 4, 4, 3,"
5 Muy Satisfecho", 4, 4,"
5 Muy Satisfecho",Sí,Sí,Buen plaza de tiempo para elaborar el proyecto,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","no era lo que esperaba, pero me gustó.",Reconocimiento,27977,UNO hace la diferencia,Centro VALIA,202211,1-2,Regular
05/05/22 16:14,05/05/22 16:17,IP Address,200.68.165.13,100,167,True,05/05/22 16:17,R_PTcQlPqKt8xL2nf,@00036,,19.4371,-99.0111,email,ES-ES, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me interesó mucho el proyecto y que nos compartieran la importancia de los alebrijes,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,27967,Taller de Alebrijes y grecas Zapotecas,"Tierra de Artistas, A.C.",202211,2,Regular
05/05/22 17:35,05/05/22 17:38,IP Address,187.190.176.39,100,147,True,05/05/22 17:38,R_1i8nZUKS8DmHbKm,@00037,,25.7702,-100.3916,email,ES-ES, 4, 4, 4, 3, 3, 3, 4, 4,Sí,Sí,Fue muy grato ver cómo nuestras propuestas ayudaban a mejorar el desarrollo de un estilo de vida saludable en niños y lo agradecidos que estaban., 4, 4, 4, 4,"Me gustó poder poner en práctica mi profesión en un ámbito en el que no había tenido oportunidad antes, el cual es en escuelas de niños pequeños y ver el impacto que pudo tener.",Reconocimiento,27980,PIBI (Programa Infantil de Bienestar Integral),Secretaría de Educación (Sector No. 14),202211,1-2,Regular
05/05/22 17:52,05/05/22 18:00,IP Address,131.178.102.160,100,476,True,05/05/22 18:00,R_2dEhwQZFl1wi0rC,@00038,,25.6449,-100.311,email,ES-ES, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 2, 3, 3, 4,No,Sí,N/A, 4, 4, 4, 3,"A pesar que la experiencia fue muy agradable, considero que en ocasiones se pide demasiado. ",Área de oportunidad,28239,Prepanet - Tutor en Línea,Prepanet Monterrey,202211,1-2,Regular
05/05/22 18:20,05/05/22 18:27,IP Address,187.189.41.11,100,421,True,05/05/22 18:27,R_Ce6Eo65SVR1krVT,@00039,,25.7808,-100.3781,email,ES-ES, 3, 4, 4,"
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4,No,Sí,Son muchas horas de trabajo y muy pocas horas de servicio si quieren que los tutores realicen todo el proyecto con máximo esfuerzo; existe mucha preparación y aspectos no tomados en cuenta que podrían contemplar. ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gustó mucho trabajar con los EMS. Creo que hubo mucho crecimiento por ambas partes del proyecto (Tutores y EMS).,Área de oportunidad,27975,Formando en la Resiliencia,Laboratorio de Innovación Social Tutores de Resiliencia,202211,1-2,Regular
05/05/22 18:27,05/05/22 18:28,IP Address,192.141.246.146,100,108,True,05/05/22 18:28,R_2CD707Br5Uqz2f7,@00040,,19.4371,-99.0111,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 2,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Esta muy interesante los talleres, pero podria ser más extenso ","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",NA,Reconocimiento,27965,Taller de telares con técnicas artesanales oaxaqueñas,"Tierra de Artistas, A.C.",202211,2,Regular
05/05/22 18:27,05/05/22 18:28,IP Address,189.159.22.229,100,87,True,05/05/22 18:28,R_29sRpbG6YJl8XC6,@00041,,25.6134,-100.3757,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Más seguimiento a las entregas y recordatorios la semana que hay entrega.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Estuvo divertida y siento que mis entregables son aplicables y de valor ,Reconocimiento,27977,UNO hace la diferencia,Centro VALIA,202211,1-2,Regular
05/05/22 18:25,05/05/22 18:29,IP Address,201.156.165.237,100,210,True,05/05/22 18:29,R_2czSTxxfXe263KU,@00042,,25.7797,-100.3077,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 3,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Excelente trabajo y los organizadores 10/10,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gustó mucho que debido a la pandemia pudimos ayudar generando programas para cuando ya se pueda hacer las actividades presenciales,Reconocimiento,27977,UNO hace la diferencia,Centro VALIA,202211,1-2,Regular
05/05/22 19:01,05/05/22 19:02,IP Address,187.189.187.248,100,76,True,05/05/22 19:02,R_1CeiHoKQbSMgdr6,@00043,,22.1345,-100.9452,email,ES-ES, 3, 3, 3, 3, 3, 3, 3,"
1 Nada Satisfecho",No,No,No todos tenemos el capital para donar libros ni los contactos para conseguir donadores, 3, 3, 3, 3,,,27964,"El mundo escribe, somos lenguaje","Fundación El Mundo Escribe, A.C.",202211,2,Regular
05/05/22 19:04,05/05/22 19:07,IP Address,187.195.185.227,100,173,True,05/05/22 19:07,R_2EF6JzbBPWW9jRJ,@00044,,25.8,-100.3192,email,ES-ES, 4,"
5 Muy Satisfecho", 4,"
5 Muy Satisfecho", 4, 4, 4, 4,Sí,Sí,Me gusta mucho los problemas que están atacando y la forma de hacerlo. ,"
5 Totalmente de Acuerdo", 4,"
5 Totalmente de Acuerdo", 4,"Aprendí mucho y no solo en lo académico sino sobre la vida en general, esto gracias a las sesiones con el líder de la organización. ",Reconocimiento,27966,Estrategia de marketing para impulsar la inclusión laboral,"Centro de Capacitación y Talento Empresarial Industrial, A.C",202211,2,Regular
05/05/22 8:27,05/05/22 19:36,IP Address,189.152.199.212,100,40191,True,05/05/22 19:36,R_vZaDV9TVnNTMi0F,@00045,,25.6994,-100.5245,email,ES-ES, 4, 4, 3, 4, 4,"
5 Muy Satisfecho", 4,"
5 Muy Satisfecho",No,Sí,El proyecto fue interesante y divertido. Me gustó bastante poder realizar los manuales. También me parece excelente el propósito que tienen para fomentar la educación de calidad en comunidades de escasos recursos., 3, 4, 4, 4,El contacto con los socioformadores fue muy bueno y siempre estuvieron abiertos a las ideas que les proponíamos sobre temas para cursos.,Área de oportunidad,27977,UNO hace la diferencia,Centro VALIA,202211,1-2,Regular
05/05/22 19:37,05/05/22 19:40,IP Address,131.178.102.148,100,176,True,05/05/22 19:40,R_1dGDGExGazbsBux,@00046,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,El proyecto es bueno y tiene un impacto duradero en la sociedad.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,27968,Taller de medicina tradicional a través de la herbolaria zapoteca,"Tierra de Artistas, A.C.",202211,2,Regular
05/05/22 20:09,05/05/22 20:13,IP Address,187.195.136.137,100,221,True,05/05/22 20:13,R_1EWYT2VmWbGx5C2,@00047,,25.9251,-100.3044,email,ES-ES, 4, 3,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4, 4, 4,No,Sí,Me parece excelente apoyar proyectos emprendedores para los artesanos que viven en situaciones de desventaja. Brindan una ventana de oportunidad a gente que usualmente no la tiene y eso es de mucho valor., 4, 4,"
5 Totalmente de Acuerdo", 3,,,27968,Taller de medicina tradicional a través de la herbolaria zapoteca,"Tierra de Artistas, A.C.",202211,2,Regular
05/05/22 21:14,05/05/22 21:15,IP Address,189.175.39.179,100,55,True,05/05/22 21:15,R_1DU1IQtClZaIS1s,@00048,,25.7882,-100.5937,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 3,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,AMO FUNDACIÓN EL MUNDO ESCRIBE,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gustaría que se abriera para verano :),Área de oportunidad,27964,"El mundo escribe, somos lenguaje","Fundación El Mundo Escribe, A.C.",202211,2,Regular
05/05/22 22:41,05/05/22 22:44,IP Address,187.195.241.180,100,173,True,05/05/22 22:44,R_1mlv4SAYOkQ6VnN,@00049,,25.7092,-100.3785,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Agradezco mucho la retroalimentación proactiva que me brindaron para poder realizar de mejor manera la entrega final :),"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gustó mucho poder aprender acerca del verdadero significado del compromiso y tolerancia. Además de usar mis habilidades y lo que he aprendido en mi carrera para poder apoyar a Cidepo e implementar un cambio a largo plazo,,27961,Celebrando 6 años de Servicio con CIDEPO,"CIDEPO, Centro de Investigación y Desarrollo de Políticas Públicas, A.C.",202211,2,Regular
05/05/22 22:47,05/05/22 22:52,IP Address,187.162.154.121,100,302,True,05/05/22 22:52,R_2zqG3zAvNuIstEL,@00050,,25.7442,-100.3103,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí," La organización era flexible con los tiempos, nos pudimos organizar bien, también había muy buena organización por parte de los involucrados.
","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Me gustó mucho la forma de trabajar, las dinámicas, los trabajos, los horarios, en general todo se trabajó muy bien.",Reconocimiento,28243,CONEXIÓN AEB,"Asociación de Espina Bífida de Nuevo León, A.B.P.",202211,1-2,Regular
05/05/22 10:44,05/05/22 22:53,IP Address,187.190.180.249,100,43723,True,05/05/22 22:53,R_1gUv6xsj3bshdlA,@00051,,25.7317,-100.3311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4,Sí,Sí,El responsable estuvo muy atento en el trabajo involucrado,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me agradó mucho el interés por mejorar en la educación que les imparten a los niños de casas hogar ,Reconocimiento,27972,Biblioteca Escolar de la Escuela Severiano Martínez,Fomento Prevocacional Severiano Martínez ABP,202211,1-2,Regular
05/05/22 22:50,05/05/22 22:55,IP Address,189.160.253.167,100,284,True,05/05/22 22:55,R_aXi2PUspGb6n9gR,@00052,,25.585,-99.9984,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho",No,Sí,Me parece muy importante lo que hacen para mantener las tradiciones vivas.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",El taller es una gran manera de aprender de tradiciones.,Reconocimiento,27968,Taller de medicina tradicional a través de la herbolaria zapoteca,"Tierra de Artistas, A.C.",202211,2,Regular
06/05/22 0:16,06/05/22 0:19,IP Address,189.218.236.251,100,156,True,06/05/22 0:19,R_3LbRg3o3QQcQRy3,@00053,,23.7396,-99.1522,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 3,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Su labor es admirable, me encanta el aporte cultural que fomentan.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","La experiencia fue realmente enriquecedora, ir de la mano con los artesanos mexicanos, me hizo simpatizar con la causa.",Reconocimiento,27967,Taller de Alebrijes y grecas Zapotecas,"Tierra de Artistas, A.C.",202211,2,Regular
06/05/22 7:43,06/05/22 7:49,IP Address,131.178.102.136,100,353,True,06/05/22 7:49,R_10HhnFmgdmZ7i0t,@00054,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muy buen trabajo. ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Un proyecto interesante del cual estoy feliz de haber sido parte ,Reconocimiento,27976,historia de las mujeres,Museo de Historia Mexicana,202211,1-2,Regular
06/05/22 7:58,06/05/22 8:00,IP Address,187.161.119.62,100,141,True,06/05/22 8:00,R_1mIUrtRgnYp2vIC,@00055,,25.5011,-100.2383,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Muy interesante la causa que llevan a cabo, espero que nuestro trabajo con ustedes haya sido de gran ayuda","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gustó esta experiencia del servicio social ya que aprendí diferentes formas de ayudar a más personas utilizando diferentes conocimientos,Reconocimiento,28242,Innovar para trascender,"Neurofinanzas, A.C.",202211,1-2,Regular
06/05/22 8:08,06/05/22 8:16,IP Address,104.28.50.25,100,468,True,06/05/22 8:16,R_1GBlxViz4JVV5ve,@00056,,25.6759,-100.3208,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",.,,27980,PIBI (Programa Infantil de Bienestar Integral),Secretaría de Educación (Sector No. 14),202211,1-2,Regular
06/05/22 10:26,06/05/22 10:32,IP Address,131.178.102.204,100,367,True,06/05/22 10:32,R_24M1NboBjDuvq8f,@00057,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho", 4, 4, 4, 4,"
5 Muy Satisfecho", 3, 3,No,Sí,"Considero importante ofrecer un medio de contacto externo para comunicarse con el socio formador, ya sea mediante WhatsApp, Zoom, etc.","
5 Totalmente de Acuerdo", 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gusto mucho donar libros de lectura a personas que le puedan sacar un segundo uso al leerlo. ,Reconocimiento,27964,"El mundo escribe, somos lenguaje","Fundación El Mundo Escribe, A.C.",202211,2,Regular
06/05/22 12:56,06/05/22 12:57,IP Address,131.178.102.200,100,69,True,06/05/22 12:57,R_734HZqH3VLAFYE9,@00058,,25.6449,-100.311,email,ES-ES, 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,Me gusto mucho el acercamiento de los encargados, 4,"
5 Totalmente de Acuerdo", 4,"
5 Totalmente de Acuerdo",,,27977,UNO hace la diferencia,Centro VALIA,202211,1-2,Regular
06/05/22 13:02,06/05/22 13:03,IP Address,165.225.216.81,100,54,True,06/05/22 13:03,R_Y3QhK91lZlaHvDH,@00059,,32.7616,-97.1816,email,ES-ES, 4, 4, 4,"
5 Muy Satisfecho", 2, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Fue una experiencia muy enriquecedora, 4, 4, 4, 4,,,28239,Prepanet - Tutor en Línea,Prepanet Monterrey,202211,1-2,Regular
06/05/22 13:24,06/05/22 13:25,IP Address,187.162.119.91,100,64,True,06/05/22 13:25,R_0p1Gk4q6edRSmnn,@00060,,25.8,-100.3192,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gusta la forma que se imparten los talleres,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,27967,Taller de Alebrijes y grecas Zapotecas,"Tierra de Artistas, A.C.",202211,2,Regular
06/05/22 14:34,06/05/22 14:36,IP Address,98.6.5.131,100,102,True,06/05/22 14:36,R_1mOzZGqagZZRyKg,@00061,,29.9792,-93.9546,email,ES-ES, 4, 4, 4, 4, 3, 4, 4, 3,Sí,Sí,., 4, 4, 4, 4,.,,27968,Taller de medicina tradicional a través de la herbolaria zapoteca,"Tierra de Artistas, A.C.",202211,2,Regular
06/05/22 9:53,06/05/22 16:14,IP Address,189.175.201.239,100,22831,True,06/05/22 16:14,R_3J3jIBGeCnlsaBd,@00062,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"El trabajo que hace esta organización es muy importante y estoy muy feliz de poder ayudarlos.
","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,28241,Crea una comunidad de profesores íntegros,"Hagámoslo Bien por una Cultura de la Legalidad, A.C.",202211,1-2,Regular
02/05/22 21:55,06/05/22 16:45,IP Address,131.178.200.61,100,327048,True,06/05/22 16:45,R_rpWgZBw8DNSXdSh,@00063,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Excelente contribución a la educación abierta.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",La educación en línea es una alternativa viable para sectores excluidos del sistema educativo tradicional mexicano.,Reconocimiento,28239,Prepanet - Tutor en Línea,Prepanet Monterrey,202211,1-2,Regular
